Fase,Marca,Nombre del producto,Titulo optimizado,EAN,Descripción,Beneficio (bullets),Modo de uso,Composición,Ingredientes,Textura,Tipo de piel,Categoría,Subcategoría,Presentacion,Palabras Clave
Fase 3,AVENE,ANTIROJECES FORTE CUIDADO CONCENTRADO,Crema Antirojeces Avene Forte Cuidado Concentrado 30ml,7798095416105,"Tratamiento concentrado para rojeces localizadas. Calma, descongestiona y atenúa los pequeños vasos visibles.
","-Previene y atenúa las rojeces del rostro
-Calma la sensación de irritación 
-Mejora el flujo sanguíneo
",Aplicar sobre la piel limpia del rostro.,"Agua Termal Avène (Calma, suaviza y disminuye la irritación), Extracto de Ruscus (Vasoconstrictor), HMC (Vasculoprotector),Sulfato de Dextrano (Descongestivo)",AVENE THERMAL SPRING WATER (AVENE AQUA). CAPRYLIC/CAPRIC TRIGLYCERIDE. PROPYLENE GLYCOL DICAPRYLATE/DICAPRATE. PENTAERYTHRITYL TETRACAPRYLATE/TETRACAPRATE. GLYCERIN. GLYCERYL STEARATE. BUTYLENE GLYCOL. CETEARYL ALCOHOL. STEARIC ACID. BUTYROSPERMUM PARKII (SHEA BUTTER) (BUTYROSPERMUM PARKII BUTTER). DIMETHICONE. AMMONIUM ACRYLOYL DIMETHYLTAURATE/VP COPOLYMER. BENZOIC ACID. CETEARETH-33. DEXTRAN SULFATE. DIMETHICONOL. DISODIUM EDTA. HESPERIDIN METHYL CHALCONE. PHENOXYETHANOL. RUSCUS ACULEATUS ROOT EXTRACT. SODIUM HYDROXIDE. TOCOPHERYL ACETATE.,Emulsión,Sensible,Facial,Anti-rojeces,30 ml,*Tratamiento *Anti-rojeces *Enrojecimiento *Localizado *Previene *Atenua *Irritación * Enrojecimiento *Calmante *Confort *Día *Noche *Rostro *Cara *Facial
Fase 3,AVENE,ANTIROJECES MASCARILLA CALMANTE,Mascarilla Antirojeces Avene 50ml ,7798095416709,"Mascarilla calmante reparadora para pieles sensibles con enrojecimiento.

","-Calma y protege la piel con enrojecimiento
-Proporciona alivio inmediato
-Cuidado S.O.S. para estadios de rosácea en brote
","Aplicar una cantidad generosa sobre la piel limpia del rostro, dejar actuar 10 minutos y retirar
el excedente. Aplicar con la frecuencia que sea necesaria.","Agua Termal Avène (Calma, suaviza y disminuye la irritación),HMC (Vasculoprotector,Protege capilares sanguíneos), Aceite de pongamia (Mantiene el equilibrio del microbioma cutáneo, refuerza la barrera cutánea), Glicerina (Hidratante)","AVENE THERMAL SPRING WATER (AVENE AQUA). OCTYLDODECANOL. GLYCERIN. 1,2-HEXANEDIOL. 4-T-BUTYLCYCLOHEXANOL. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BHT. BLUE 1 (CI 42090). CAPRYLYL GLYCOL. DISODIUM EDTA. HESPERIDIN METHYL CHALCONE. METHYLDIHYDROJASMONATE. PONGAMIA GLABRA SEED OIL. SODIUM HYDROXIDE. TOCOPHERYL ACETATE. TROPOLONE. WATER (AQUA)",Mascarilla,Sensible,Facial,Anti-rojeces,50 ml,*Tratamiento *Anti-rojeces *Enrojecimiento *Localizado *Previene *Atenua *Irritación * Enrojecimiento *Calmante *Confort *Día *Noche *Rostro *Cara *Facial *Mascarilla *Alivio inmediato *Brote *Rosacea *Emergencia
Fase 3,AVENE,AVE-XERACALM AD BALSAMO NUEVO DEFI 200ML,Bálsamo Avene Xeracalm AD para Pieles Sensibles 200ml,7799075000383,"Bálsamo hidrantante para pieles con sequedad intensa, tendencia atópica o picor. Nutre y calma las sensaciones de picor de bebés, niños y adultos.","-Restaura la barrera cutánea, disminuye la
sequedad y devuelve el confort a la piel.
-Elevada tolerancia cutánea.
-48 hs de hidratacion
-Calma el prurito
","Aplicar 2 veces al día sobre las zonas resecas del rostro o cuerpo, evitando
las zonas con brote inflamatorio. 
","Agua Termal Avène (Calma, suaviza y disminuye la irritación), I-modulia® (Antiinflamatorio, Anti-prurito y Anti-bacteriano. Refuerza la inmunidad cutanea), Cer-Omega (Emoliente, restaura la función barrera.)
",AVENE THERMAL SPRING WATER (AVENE AQUA). MINERAL OIL (PARAFFINUM LIQUIDUM). GLYCERIN. CAPRYLIC/CAPRIC TRIGLYCERIDE. PEG-12. OENOTHERA BIENNIS (EVENING PRIMROSE) OIL (OENOTHERA BIENNIS OIL). GLYCERYL STEARATE. MYRETH-3 MYRISTATE. PEG-100 STEARATE. POLYACRYLATE-13. AQUAPHILUS DOLOMIAE EXTRACT. ARGININE. CITRIC ACID. EVENING PRIMROSE OIL/PALM OIL AMINOPROPANEDIOL ESTERS. GLYCINE. POLYISOBUTENE. POLYSORBATE 20. SORBITAN ISOSTEARATE. TOCOPHEROL. WATER (AQUA),Bálsamo,Todo tipo ,Corporal,Piel atópica,200 ml,*Piel seca *Piel muy seca *Piel atópica *Crema esteril *Crema *Hidratación *Dermatitis *Dermatitis atópica *Prurito *Calmante *Confort *Calmante *Enrojecimiento *Irritación *Rostro *Cara *Facial *Cuerpo
Fase 3,AVENE,HYDRANCE RICHE COLOR,Crema Hidratante con color Avene Hydrance Rich para Pieles Secas 40ml,7798095418437,"Crema hidratante enriquecida para pieles sensibles secas y muy secas. Deja la piel suave y sedosa, hidrata al instante y con efecto duradero. Suaviza la piel","-Hidrata y alivia de forma inmediata y duradera (24hs)
-Crema de fácil absorción, deja la piel suave y sedosa.","Aplicar Mañana y/o noche en rostro y cuello.
Sola o a continuación del serum Hydrance.","Agua Termal Avène (Calma, suaviza y disminuye la irritación), Cohederm TM (Complejo hidratante patentado), Fase emoliente (25%)",AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. GLYCERIN. PENTAERYTHRITYL TETRACAPRYLATE/TETRACAPRATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. BUTYROSPERMUM PARKII (SHEA) BUTTER (BUTYROSPERMUM PARKII BUTTER). DIETHYLHEXYL BUTAMIDO TRIAZONE. DIISOPROPYL ADIPATE. METHYL GLUCETH-20. SILICA. TITANIUM DIOXIDE (CI 77891). BUTYL METHOXYDIBENZOYLMETHANE. MICA. ISOCETYL STEAROYL STEARATE. TRIETHYLHEXANOIN. GLYCERYL STEARATE. PEG-100 STEARATE. POTASSIUM CETYL PHOSPHATE. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DECYL GLUCOSIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. HYDROGENATED STARCH HYDROLYSATE. IRON OXIDES (CI 77492) (CI 77491) (CI 77499). PHYTOSTEROLS. POLYACRYLATE-13. POLYISOBUTENE. POLYSORBATE 20. PROPYLENE GLYCOL. SODIUM HYDROXIDE. SORBITAN ISOSTEARATE. STEARYL ALCOHOL. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM,Crema ,Seca,Facial,Hidratación ,40 ml,*Crema *Facial *Cara *Rostro *Piel sensible *Piel seca *Piel mixta *Mate *Hidratante *Anti age
Fase 3,AVENE,AVE- TRIXERA PAN 100 GR,Barra Dermatológica Avene Trixera Pan para Pieles Sensibles Secas 100gr,7799075000208,"Barra dermatológica de higiene diaria para las pieles sensibles secas a muy secas de toda la familia. Limpia con suavidad, reduce las rojeces y protege las pieles sensibles. Sin detergentes ni parabenos.
","-Limpia con suavidad las pieles más sensibles
-Protege y nutre
-Rostro y cuerpo
-Delicadamente perfumada
-Para toda la familia : bebes, niños y adultos","Aplicar sobre la piel previamente humedecida. Enjuagar
con abundante agua y secar delicadamente.","Agua Termal Avène (Calma, suaviza y disminuye la irritación), Agentes nutritivos Cold Cream (Nutre) , Tensioactivos de alta tolerancia",SODIUM COCOYL ISETHIONATE. STEARIC ACID. SODIUM LAURATE. SODIUM STEARATE. PARAFFIN. SODIUM MYRISTATE. WATER (AQUA). FRAGRANCE (PARFUM). PEG-45 PALM KERNEL GLYCERIDES. AVENE THERMAL SPRING WATER (AVENE AQUA). BEESWAX (CERA ALBA). CETYL ALCOHOL. GLYCERYL STEARATE. MINERAL OIL (PARAFFINUM LIQUIDUM). TITANIUM DIOXIDE (CI 77891). TOCOPHERYL ACETATE,Barra,Seca,Corporal,Limpieza,100 gr,*Piel seca *Piel muy seca *Piel sensible *Limpieza *Limpiador *Barra limpiadora *Humectante *Cara *Rostro *Facial *Cuerpo *Corporal *Limpia *Nutre *Hidrata *Hidratante
Fase 3,Avene,Loción Micelar Avene 100ml,Loción Micelar Avene 100ml,7799075001823,"Loción limpiadora, desmaquillante de ojos y tónico. Desmaquilla y elimina las impurezas de la piel, dejándola suave y visiblemente purificada. Apto para todo tipo de piel","Elimina delicadamente las impurezas y el maquillaje del rostro, ojos y labios, dejando la piel limpia y suave. 
 Brinda una sensación de bienestar. 
 Ideal para quien busca un desmaquillado práctico y sencillo.
 Oil-free.","Aplicar con un algodón durante la mañana o noche sobre el rostro, ojos, labios y cuello. Renovar la aplicación si es necesario. No enjuagar.","Compuesto por: Agua Termal Avène (Calmante y desensibilizante), Tenso-activos suaves (Limpian en profundidad respetando la integridad de la piel), Pentilenglicoles (Antidesecante, agente hidratante).
 Dermatologicamente testeado.",AVENE THERMAL SPRING WATER (AVENE AQUA). PENTYLENE GLYCOL. PEG-6 CAPRYLIC/CAPRIC GLYCERIDES. CETRIMONIUM BROMIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). PEG-40 HYDROGENATED CASTOR OIL. SCLEROTIUM GUM. SODIUM CHLORIDE,Loción,Todo tipo ,Facial,Limpieza,100 ml,*Higiene facial *Limpieza *Cuidado facial *Rostro *Loción *Ojos *Cuidado esencial *Cara *Desmaquillante *Hidratante *Calmante
Fase 3,Avene,Loción Micelar Avene 400ml,Loción Micelar Avene 400ml,7799075001816,"Loción limpiadora, desmaquillante de ojos y tónico. Desmaquilla y elimina las impurezas de la piel, dejándola suave y visiblemente purificada. Apto para todo tipo de piel","Elimina delicadamente las impurezas y el maquillaje del rostro, ojos y labios, dejando la piel limpia y suave. 
 Brinda una sensación de bienestar. 
 Ideal para quien busca un desmaquillado práctico y sencillo.
 Oil-free.","Aplicar con un algodón durante la mañana o noche sobre el rostro, ojos, labios y cuello. Renovar la aplicación si es necesario. No enjuagar.","Compuesto por: Agua Termal Avène (Calmante y desensibilizante), Tenso-activos suaves (Limpian en profundidad respetando la integridad de la piel), Pentilenglicoles (Antidesecante, agente hidratante).
 Dermatologicamente testeado.",AVENE THERMAL SPRING WATER (AVENE AQUA). PENTYLENE GLYCOL. PEG-6 CAPRYLIC/CAPRIC GLYCERIDES. CETRIMONIUM BROMIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). PEG-40 HYDROGENATED CASTOR OIL. SCLEROTIUM GUM. SODIUM CHLORIDE,Loción,Todo tipo ,Facial,Limpieza,400 ml,*Higiene facial *Limpieza *Cuidado facial *Rostro *Loción *Ojos *Cuidado esencial *Cara *Desmaquillante *Hidratante *Calmante
Fase 3,Avene,Loción Micelar Avene Cleanance 100ml,Loción Micelar Avene Cleanance 100ml,7799075001748,"Loción micelar que limpia y desmaquilla rostro, ojos y cuello. Ayuda a disminuir el exceso de sebo, ideal para pieles mixtas y grasas con tendencia acnéica.","Limpia y remueve maquillaje de rostro y ojos.
 Sin enjuague.","Aplicar con un algodón sobre el rostro, ojos y labios. Renovar la aplicación si es necesario. No enjuagar.",Compuesto por: Agua Termal Avène (Ayuda en procesos irritativos y sensibilizantes.) Tensiocativos (Agentes limpiadores) Monolaurina (Seborregulador) Glicoles (Humectante),AVENE THERMAL SPRING WATER (AVENE AQUA). BUTYLENE GLYCOL. PENTYLENE GLYCOL. PEG-6 CAPRYLIC/CAPRIC GLYCERIDES. PEG-40 HYDROGENATED CASTOR OIL. CETRIMONIUM BROMIDE. CITRIC ACID. FRAGRANCE (PARFUM). ISOPROPYL ALCOHOL. PEG-6. SILYBUM MARIANUM FRUIT EXTRACT,Loción,Mixta o grasa,Facial,Limpieza,100 ml,*Micelar *Mate *Matificante *Purifizante *Piel grasa *Seborregulador *Humectante *Rostro *Facial *Ojos
Fase 3,Avene,Loción Micelar Avene Cleanance 400ml,Loción Micelar Avene Cleanance 400ml,7799075001588,"Loción micelar que limpia y desmaquilla rostro, ojos y cuello. Ayuda a disminuir el exceso de sebo, ideal para pieles mixtas y grasas con tendencia acnéica.","Limpia y remueve maquillaje de rostro y ojos.
 Sin enjuague.","Aplicar con un algodón sobre el rostro, ojos y labios. Renovar la aplicación si es necesario. No enjuagar.",Compuesto por: Agua Termal Avène (Ayuda en procesos irritativos y sensibilizantes.) Tensiocativos (Agentes limpiadores) Monolaurina (Seborregulador) Glicoles (Humectante),AVENE THERMAL SPRING WATER (AVENE AQUA). BUTYLENE GLYCOL. PENTYLENE GLYCOL. PEG-6 CAPRYLIC/CAPRIC GLYCERIDES. PEG-40 HYDROGENATED CASTOR OIL. CETRIMONIUM BROMIDE. CITRIC ACID. FRAGRANCE (PARFUM). ISOPROPYL ALCOHOL. PEG-6. SILYBUM MARIANUM FRUIT EXTRACT,Loción,Mixta o grasa,Facial,Limpieza,400 ml,*Micelar *Mate *Matificante *Purifizante *Piel grasa *Seborregulador *Humectante *Rostro *Facial *Ojos
,AVENE,Crema Anti-edad Avene Physiolift SPF 30 30 ml,Crema Anti-edad Avene Physiolift SPF 30+ 30ml,7799075001649,"Crema anti-age reafirmante con SPF 30 que difumina los signos visibles del envejecimiento (arrugas marcadas, surcos profundos, pérdida de firmezal) y protege la piel del fotoenvejecimiento. Formulada con ácido hialurónico, Ascofillina™ y provitamina E.","-Hidrata
-Reafirma
-Rellena
-Protege de los rayos UV","Aplicar sobre la piel limpia y seca del rostro, cuello y escote.",Compuesto por: Provitamina E (combate el estrés oxidativo evitando la formación de radicales libres y la oxidación del ADN) y Mono-oligómeros de ácido hialurónico (estimula la síntesis natural de ácido hialurónico),AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. GLYCERIN. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. DIISOPROPYL ADIPATE. DIMETHICONE. METHYL GLUCETH-20. SILICA. BUTYL METHOXYDIBENZOYLMETHANE. ZEA MAYS (CORN) STARCH (ZEA MAYS STARCH). GLYCERYL STEARATE. PEG-100 STEARATE. POTASSIUM CETYL PHOSPHATE. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. ASCOPHYLLUM NODOSUM EXTRACT. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DECYL GLUCOSIDE. DISODIUM EDTA. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. HYDROGENATED STARCH HYDROLYSATE. PROPYLENE GLYCOL. PVP. SODIUM HYALURONATE. SODIUM HYDROXIDE. STEARYL ALCOHOL. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM,Crema ,Todo tipo ,Facial,Antiedad,30 ml,"*Anti edad *Anti Age *Fotoenvejecimiento *SPF30 *Arrugas Instaladas *Cuidado de la piel *Cuidado Facial *Rostro *Alisador *Anti envejecimiento *cara *Crema de día *Hidratación *Uso frecuente *Corrector
 *Alisador"
,AVENE,Loción Limpiadora Avene Tolerance 200 ml,Loción Limpiadora Avene Tolerance 200ml,7799075001786,"Loción limpiadora para pieles sensibles y reactivas. Elimina las impurezas y desmaquilla suavemente el rostro, los ojos y los labios. Sin perfume. Sin enjuague.
 Fórmula suave con 99% de ingredientes de origen naural.","-Limpia y desmaquilla
-Sin perfume
-Sin enjuague
-Ideal para pieles sensibles y reactivas.","Aplicar sobre la piel del rostro, los ojos y los labios con un algodón o directamente con las yemas de los dedos. Sin enjuague.",Compuesto por: D-Sensinose™ (activo posbiótico patentado ultracalmante) y Agua termal de Avène (calmante y suavizante),AVENE THERMAL SPRING WATER (AVENE AQUA). CETEARYL ALCOHOL. AQUAPHILUS DOLOMIAE EXTRACT FILTRATE. ARGININE. CAPRYLYL GLYCOL. COCO-GLUCOSIDE. DISODIUM PHOSPHATE. HYDROXYCAPRIC ACID. MAGNESIUM OXIDE. POTASSIUM PHOSPHATE. SODIUM BENZOATE. SODIUM CETEARYL SULFATE. SODIUM HYDROXIDE. TROMETHAMINE. WATER (AQUA),Loción,Sensible,Facial,Limpieza,200 ml,*Limpieza *Limpiador *Desmaquillante *Higiene *Rostro *Sin perfume *Piel sensible *Piel irritada *Alivia *Ojos *Labios
,AVENE,Crema Calmante Reparadora Avene Tolerance 40 ml,Crema Calmante Reparadora Avene Tolerance 40ml,7799075001793,"Crema calmante para pieles hipersensibles, reactivas, intolerantes o alérgicas. Alivia la piel en 30 segundos* gracias al D-Sensinose™ ultracalmante, un nuevo activo posbiótico patentado**. Deja la piel intensamente hidratada y restaura la barrera cutánea en 48 horas***. Alta tolerancia, sin perfume ni conservantes. Nuevo envase de Cosmética estéril® que protege la fórmula del aire exterior y de las bacterias.
 
 Fórmula suave con 98% de ingredientes de origen naural.
 
 *Satisfacción de los consumidores, 25 sujetos, 3 meses, 2 aplicaciones al día.
 
 **Patente registrada.
 
 ***Prueba ex vivo sobre epidermis cultivada en condición de escasez de agua.","-Calma
-Hidrata
-Controla la hiperreactividad cutánea a largo plazo","Aplicar sobre la piel limpia del rostro, cuello y contorno de los ojos por la mañana y por la noche.",Compuesto por: D-Sensinose™ (activo posbiótico patentado ultracalmante) y Agua termal de Avène (calmante y suavizante),AVENE THERMAL SPRING WATER (AVENE AQUA). CAPRYLIC/CAPRIC TRIGLYCERIDE. ETHYLHEXYL PALMITATE. GLYCERIN. CETEARYL ALCOHOL. SQUALANE. CETEARYL GLUCOSIDE. CETYL ESTERS. AQUAPHILUS DOLOMIAE EXTRACT FILTRATE. ARGININE. BEESWAX (CERA ALBA). CITRIC ACID. TROMETHAMINE. WATER (AQUA). XANTHAN GUM,Crema ,Sensible,Facial,Hidratación ,40 ml,*Hidratación *Calmante *Hidratante *Piel sensible *Rostro *Sin perfume *Piel reactiva *Piel irritada *Alivia
,AVENE,Loción Facial Avene Suavizante 200ml,Loción Facial Avene Suavizante 200ml,7798095410776,"Loción limpiadora y el desmaquillante para pieles sensibles normales o secas. Sin alcohol, respeta la integridad de cada tipo de piel, incluso de la más sensible.","-Retira suavemente los residuos del maquillaje
-Protege la piel de las agresiones externas dejando 
una verdadera película calmante","Aplicar con un algodón sobre el rostro, ojos y labios. Renovar la aplicación si es necesario. No enjuagar.","Agua Termal Avène (Ayuda en procesos irritativos y sensibilizantes), Silicatos de aluminio (Proporciona suavidad y disminuye el enrojecimiento), Alfa-Bisabolol (Proporciona un efecto calmante en la piel), Tenso-activos suaves (Limpian en profundidad respetando 
la integridad de la piel), Hialuronato de sodio (Agente hidratante)",AVENE THERMAL SPRING WATER (AVENE AQUA). FRAGRANCE (PARFUM). HYDROGENATED STARCH HYDROLYSATE. PEG-7 GLYCERYL COCOATE. PHENOXYETHANOL. STEARALKONIUM HECTORITE. TRISODIUM EDTA. WATER (AQUA),Loción,Seca,Facial,Limpieza,200 ml,*Locion facial *Piel sensible *Piel seca *Tonificante *Calmante *Sin enjuague
,AVENE,Agua Termal Avene 50ml,Agua Termal Avene 50ml,7798095410226,"Agua termal calmante y desensibilizante por naturaleza. Es el cuidado esencial para todo tipo de pieles, en especial aquellas sensibles. ","- Calmante. 
- Desensibilizante.  
- Aporta suavidad y frescura.
- Ayuda la re-epitelización 
- Complemento ideal para las pieles sensibles, alérgicas o irritadas. ","Sin agitar, pulverizar sobre el rostro a unos 20 cm de distancia. Esperar unos segundos y secar dando pequeños toques con un pañuelo de papel.","Compuesto por: Bicarbonato de Calcio y Magnesio, Cloruro de Sodio, Silicio, Oligoelementos, Hierro, Cobre, Zinc, Flúor. Bajo contenido en sales minerales (ideal para pieles sensibles). Bacteriológicamente pura (ayuda a las heridas). Relación Ca2/Mg2+ 2 a 1 (que mejora el proceso de cicatrización).
Libre de perfume y de aceite. Dermatologicamente testeado.",AVENE THERMAL SPRING WATER (AVENE AQUA). GAS : Nitrogen,Spray,Todo tipo ,Facial,Agua Termal,150 ml,*Cuidado esencial *Agua Termal  *Calmante *Pieles sensibles *Pieles irritadas *Spray *Rostro *Cuidado Facial *Cuidado diario *Cara  *Uso frecuente *Natural *Cicatrizante *Fijador Maquillaje
Fase 2,AVENE CICALFATE,Crema Reparadora Avene Cicalfate 40ml,Crema Reparadora Avene Cicalfate 40ml,7799075001380, Esta crema con activos reparadores y purificantes alivia inmediatamente las molestias y favorece la reparación de las pieles sensibles e irritadas 48 horas después de su aplicación.," -Calma, protege y ayuda a reparar la piel irritada de toda la familia.
 -Efecto apósito que protege la piel.
 -Muy buena tolerancia cutánea. 
 -Alivio desde la primera aplicación
 -Para toda la familia: lactantes, niños y adultos."," Aplicar 2 veces al día en la zona a tratar.
 Rostro y cuerpo.","Agua Termal Avène (Ayuda en procesos irritativos y sensibilizantes.)  [C + Restore] (Post-biótico derivado del AguaTermal de Avène, promueve la reparación epidérmica) Sulfato de cobre y Sulfato de zinc (Limita el riesgo de crecimiento bacteriano)", AVENE THERMAL SPRING WATER (AVENE AQUA). CAPRYLIC/CAPRIC TRIGLYCERIDE. MINERAL OIL (PARAFFINUM LIQUIDUM). GLYCERIN. HYDROGENATED VEGETABLE OIL. ZINC OXIDE. PROPYLENE GLYCOL. POLYGLYCERYL-2 SESQUIISOSTEARATE. PEG-22/DODECYL GLYCOL COPOLYMER. ALUMINUM STEARATE. AQUAPHILUS DOLOMIAE FERMENT FILTRATE. ARGININE. BEESWAX (CERA ALBA). COPPER SULFATE. MAGNESIUM STEARATE. MAGNESIUM SULFATE. MICROCRYSTALLINE WAX (CERA MICROCRISTALLINA). TROMETHAMINE. ZINC SULFATE,Crema,Todo tipo ,Facial,Hidratación ,40 ml,*Crema facial *Reparadora *Protección *Piel sensible *Piel irritada *Alivia
,AVENE CICALFATE,Spray Cicatrizante Avene Cicalfate+ 100 ml,Spray Cicatrizante Avene Cicalfate+ 100 ml,7799075001595,"
 Spray cicatrizante y reparador que contribuye al secado rápido y a la regeneración de la piel irritada y de las zonas húmedas propensas a la maceración : pliegues de la piel de los bebés, pliegues debajo de las mamas, espacios entre los dedos de los pies, erupciones cutáneas infantiles.","Beneficios:
 -Secante, reparador, calmante y antibácteriano
 -Textura de gel hidratante que forma una capa protectora y facilita el masaje.","Modo de uso: 
 Agitar el envase antes de utilizarlo. Aplicar Cicalfate+ Spray dos veces al día directamente sobre la zona irritada con signos de maceración hasta que mejore el aspecto de la piel.Cuando la zona irritada se haya secado, aplicar la Cicalfate+ Crema.","Composición:
 Compuesto por: [C+-Restore] (activo posbiótico patentado derivado del Agua termal de Avène que favorece la reparación de la piel) y Cobre/zinc (reduce el riesgo de proliferación bacteriana).","Ingredientes:
 AVENE THERMAL SPRING WATER (AVENE AQUA). ZINC OXIDE. HYDROGENATED STARCH HYDROLYSATE. WATER (AQUA). 1,2-HEXANEDIOL. AQUAPHILUS DOLOMIAE FERMENT FILTRATE. ARGININE. CAPRYLYL GLYCOL. COPPER SULFATE. HECTORITE. SCLEROTIUM GUM. TROMETHAMINE. ZINC SULFATE",Textura: Loción,Tipo de piel: piel sensible e irritada,,,Presentación: 100 ml,*Cicatrizante *Reparador *Desinfectante *Erupciones *Bebés *Protección *Piel sensible *Piel irritada *Alivia *Spray *Lesiones
Fase 1,AVENE A-OXITIVE,Crema Anti-edad de Día Avene A-Oxitive 30ml,Crema Anti-edad de Día Avene A-Oxitive 30ml,7799075001120,"
A-Oxitive Crema De Día, con su textura aquagel, hidrata, suaviza y proporciona una barrera contra la contaminación sin renunciar al confort.","Beneficios:
-Protege contra el estrés oxidativo y los efectos nocivos de la contaminación, gracias a las provitaminas C y E, que forman un auténtico complejo escudo anticontaminación: efecto barrera garantizado.
-Hidrata 24 hs.
-Ilumina: Esta crema alisadora unifica la tez para conseguir un brillo saludable gracias a las perlas luminosas.
El resultado: una piel resplandeciente, un cutis más luminoso, menos arrugas y líneas de expresión y una textura de la piel más uniforme.","Modo de uso:
Aplicar todas las mañanas luego del A-Oxitive Serum, sobre rostro y cuello.","Compuesto por: Agua Termal Avène (Calmante y desensibilizante), Provitamina E y C (Antioxidantes, protegen la piel contra el estres oxidativo), Nácares sublimadores (Aporta luminosidad y un brillo natural), Ácido hialurónico de alto peso molecular, glicerinavegetal. 
Dermatologicamente testeado.","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). GLYCERIN. PROPYLENE GLYCOL. PPG-3 MYRISTYL ETHER. DIMETHICONE. PENTYLENE GLYCOL. ASCORBYL GLUCOSIDE. HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER. C14-22 ALCOHOLS. TOCOPHERYL GLUCOSIDE. BHT. C12-20 ALKYL GLUCOSIDE. CAPRYLIC/CAPRIC TRIGLYCERIDE. CETRIMONIUM BROMIDE. CITRIC ACID. DISODIUM EDTA. FRAGRANCE (PARFUM). MICA. POLYSORBATE 60. SILICA. SODIUM CITRATE. SODIUM HYALURONATE. SODIUM HYDROXIDE. SORBITAN ISOSTEARATE. TITANIUM DIOXIDE (CI 77891). TOCOPHEROL. WATER (AQUA). XANTHAN GUM",Textura: gel-crema,Tipo de piel: todo tipo de piel,,,Presentación: 30 ml,*Anti edad *Anti Age *Primeras Arrugas *Cuidado de la piel *Rostro *Día *Crema *Antioxidante *Cara *Cuidado facial *Alisador de arrugas *Protección *Hidratación *Uso frecuente *Cuidado esencial
Fase 1,AVENE A-OXITIVE,Contorno de Ojos Anti-edad Avene A-Oxitive 15ml,Contorno de Ojos Anti-edad Avene A-Oxitive 15ml,7799075001144,"Descripcion:
A-Oxitive Contorno de Ojos Alisador Ilumina la mirada, atenúa y previene la aparición de arrugas dejando los ojos visiblemente mas frescos y radiantes al despertar.","Beneficios:
-Ilumina: reduce los signos de fatiga. Sensación de despertar fresco
-Renueva y alisa: disminuye arrugas y líneas
-Desintoxica la piel de los radicales libres
-Unifica: Homogeniza la textura de la piel
-Calma: enriquecida con Agua Termal de Avène","Modo de uso:
Aplicar por la noche en el contorno del ojo, antes de la crema noche A-oxitive. Esparcir a lo largo del arco de la ceja.","Compuesto por: Agua Termal Avène (Calmante y desensibilizante), Provitamina A -retinaldehído- Pretocoferil (Suaviza la piel del contorno del ojo, renueva la mirada), O.G.G (Aumenta las reservas de Vit A).
Libre de perfume y de aceite. Dermatologicamente testeado.","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). MINERAL OIL (PARAFFINUM LIQUIDUM). BUTYLENE GLYCOL. POLYSORBATE 40. SQUALANE. CAPRYLIC/CAPRIC TRIGLYCERIDE. SORBITAN PALMITATE. 1,2-HEXANEDIOL. BHT. CAPRYLYL GLYCOL. CARBOMER. DISODIUM EDTA. OLEOYL DIPEPTIDE-15. OLEOYL TETRAPEPTIDE-31. RED 33 (CI 17200). RETINAL. SODIUM HYDROXIDE. TOCOPHERYL GLUCOSIDE. XANTHAN GUM",Textura: crema,Tipo de piel: todo tipo de piel,,,Presentación: 15 ml,*Anti Age *Primeras arrugas *Ojos *Anti edad *Cuidado de la piel *Cuidado facial *Crema *Alisador *Anti envejecimiento *Rostro *Ojos *Facial *Protección *Hidratación *Uso frecuente *Cuidado esencial
