EAN,Producto,Submarca/línea,Categoría,Segmento,Contenido,Zona de aplicación,Título Sugerido (principal) ,Título Corto ,Descripción Larga,Descripción Corta,Beneficios 1,Beneficios 2,Beneficios 3,Beneficios 4,Beneficios 5,Tipo de piel,Propiedades,Ingredientes,Consejo de uso /Aplicación,Keywords
4005800180606,Eucerin DermoPure Oil Control Gel limpiador 400ml,DermoPURE Oil Control,Cuidado facial. Piel Grasa- Impurezas,Adulto ,400ML,Rostro,Eucerin DermoPURE Gel facial limpiador diario Oil Control Piel grasa x 400 ml,Eucerin DermoPURE Gel facial limpiador diario Oil Control x 400 ml,"El Gel limpiador Eucerin DermoPURE Oil Control limpia la piel suavemente removiendo la suciedad, el maquillaje y el exceso de grasa de forma efectiva.Su fórmula combina ingredientes claves: Carnitina, Ácido Láctico, Decandiol, Licochalcona A y Surfactantes Anfóteros que reducen la tensión superficial del agua, humectan la piel y ayudan a prevenir las irritaciones. Este gel deja en la piel una sensación de limpieza, frescura y suavidad.  Está probada su excelente tolerancia y eficacia en pacientes con piel grasa con impurezas y con espinillas.","El Gel limpiador Eucerin DermoPURE Oil Control limpia la piel suavemente removiendo la suciedad, el maquillaje y el exceso de grasa de forma efectiva. Además, deja en la piel una sensación de limpieza, frescura y suavidad.  Está probada su excelente tolerancia y eficacia en pacientes con piel grasa con impurezas y con espinillas.",Elimina la suciedad y el maquillaje,Remueve el exceso de sebo,Brinda una sensación de frescura y limpieza en la piel ,El gel es suave y efectivo al limpiar,"Apto para piel grasa, propensa al acné o impurezas",Piel grasa propensa al acné o impurezas,"Sin perfume, sin aceite. No comedogénico. Libre de jabón alcalino. Antibacterial","Aqua, Sodium Cocoamphoacetate, Propylene Glycol, Sodium Laureth Sulfate, Sodium Chloride, Citric Acid, Sodium Benzoate, Salicylic Acid","1) Humedecer el rostro 
2) Utilizar una cantidad del tamaño de una moneda y aplicar Eucerin DermoPURE Oil Control Gel limpiador con las manos masajeando hasta que haga espuma
3) Enjuagar con agua tibia
4) Se recomienda usar dos veces al día: por la mañana y por la noche 
5) Colocar el hidratante después de usar el gel limpiador para piel grasa propensa a imperfecciones. Si usted tiene acné leve o moderado, pero no sigue un tratamiento médico contra el acné, use un hidratante que alivie y matifique como Eucerin DERMOPURE Oil Control Fluido Matificante en la mañana y noche. 
6) Luego, utilizar protector solar como Eucerin Sun Gel-Creme Oil Control Toque Seco FPS 50 que ofrece los niveles de protección que la piel necesita, se debe aplicar antes de su corrector y maquillaje. ","gel limpiador, gel de limpieza, gel facial, limpieza facial, leche de limpieza, leche facial, limpieza facial, rostro, facial, desmaquillante, sacar maquillaje, ojos, maquillaje ,carnitina, ácido láctico, piel, piel grasa, impurezas, cuidado facial, decandiol, licochalcona a, surfactantes anfóteros, euserin, eucerin, gel limpiador euserin, gel limpiador eucerin, gel limpiador dermopure, dermopure eucerin, dermopure."
4005800180514,Eucerin DermoPure Oil Control Agua Micelar 200ml,DermoPURE Oil Control,Cuidado facial. Piel Grasa- Impurezas,Adulto ,200ML,Rostro,Eucerin DermoPURE Agua micelar Oil Control Piel grasa x 200 ml,Eucerin DermoPURE Agua micelar Oil Control x 200 ml,"El Agua micelar Eucerin DermoPURE Oil Control es una solución de limpieza refrescante que elimina el exceso de sebo y todo el maquillaje, sin irritar o alterar la barrera de humedad natural de la piel. El uso de la Loción Micelar no reseca la piel y aumenta significativamente la hidratación después de una semana de uso regular, dejándola aliviada y preparada para los productos de cuidado. Su fórmula contiene el Complejo APG, un agente limpiador extra suave que ayuda a remover las impurezas de la piel. Es adecuada para usarse junto con los tratamientos médicos contra el acné. También demostró ser compatible con pieles sensibles y ser segura para usuarios de lentes de contacto.","El Agua micelar Eucerin DermoPURE Oil Control es una solución de limpieza refrescante que elimina el exceso de sebo y todo el maquillaje, sin irritar o alterar la barrera de humedad natural de la piel. El uso de la Loción Micelar no reseca la piel y aumenta significativamente la hidratación después de una semana de uso regular.",Elimina la suciedad y el maquillaje,Limpia sin irritar,Aumenta significativamente la hidratación,No reseca la piel,Ideal para piel propensa al acné o impurezas,Piel grasa propensa al acné o impurezas,"Sin perfume, sin aceite. No comedogénico. Libre de parabenos","Aqua, Poloxamer 124, Glyceryl Glucoside, Glycerin, Sodium Hyaluronate, Decyl Glucoside, Arginine HCL, Sodium Cocoamphoacetate, Trisodium EDTA, Sodium Chloride, 1-2-Hexanediol, Phenoxyethanol","1) Aplicar Eucerin DermoPURE Oil Control Agua micelar en un algodón y frotar gentilmente sobre los ojos, cuello y escote. 
2) Repetir hasta que el algodón salga limpio, no enjuagar. 
3) Realizar el procedimiento en la mañana y en la noche. 
4) Se recomienda utilizar un algodón nuevo para cada aplicación.","agua micelar, agua miselar, loción, micelar, loción micelar, locion micelar, miselar, locion miselar, limpieza, limpieza facial, limpieza de rostro, facial, rostro, ojos, complejo limpiador apg, desmaquillante, piel, piel sensible, quitar maquillaje, sacar maquillaje, ojos, piel limpia, maquillaje, eucerin, euserin, eucerin dermopure, dermopure, dermopure oil control, loción micelar eucerin, agua micelar eucerin."
4005900436962,Eucerin DermoPure OilControl Fluido matificante 50ml,DermoPURE Oil Control,Cuidado facial. Piel Grasa- Impurezas,Adulto ,50ML,Rostro,Eucerin DermoPURE Fluido facial matificante Oil Control Piel grasa x 50 ml,Eucerin DermoPURE Fluido facial matificante Oil Control x 50 ml,"El Fluido matificante Eucerin DermoPURE Oil Control ayuda a contrarrestar eficazmente los granos y las espinillas, controlando a largo plazo las pieles grasas con impurezas. Su fórmula contiene dos ingredientes claves: Ácido Salicílico que reduce las imperfecciones y el sebo de la piel, evitando que vuelvan a aparecer; y la Licochalcona A que calma la irritación y disminuye el enrojecimiento. Además, posee partículas que se materializan y proporcionan un efecto anti-brillo por ocho horas sin  obstruir los poros.","El Fluido matificante Eucerin DermoPURE Oil Control ayuda a contrarrestar eficazmente los granos y las espinillas, controlando a largo plazo las pieles grasas con impurezas. Contiene partículas que se materializan y proporcionan un efecto anti-brillo por ocho horas sin  obstruir los poros.",Reduce las impurezas y el sebo de la piel,Disminuye la irritación ,Efecto anti-brillo por ocho horas,Calma el enrojecimiento,Ideal para piel propensa al acné o impurezas,Piel grasa propensa al acné o impurezas,"Sin fragancia, sin aceite. No comedogénico. Seborregulador. Antibacterial. Antiinflamatorio. Rápida absorción.","Aqua, Tapioca Starch, Glycerin, Dimethicone, Cetearyl Alcohol, Salicylic Acid, Carnitine, Decylene Glycol, Glycyrrhiza Inflata Root Extract, PEG-150 Distearate, Ammonium-Acryloyldimethyltaurate-VP-Copolymer, Sodium Stearoyl Glutamate, Acrylates-C10-30-Alkyl-Acrylate-Crosspolymer, Xanthan Gum, Hydroxyethylcellulose, Trisodium EDTA, Sodium Hydroxide, Sodium Chloride, Phenoxyethanol, Parfum","1) Limpiar la piel correctamente con Eucerin DermatoCLEAN Gel limpiador facial 
2) Aplicar Eucerin DermoPURE Oil Control Fluido matificante una cantidad del tamaño de una moneda (de manera gentil y pareja) sobre la cara. 
3) Se recomienda usar el fluido en las mañanas y/o noches. ","fluido matificante, fluido anti-brillo, limpieza facial, leche de limpieza, leche facial, limpieza facial, rostro, facial, hidratante, humectante, eliminar impurezas, ojos, maquillaje, piel, piel grasa, impurezas, cuidado facial, ácido salicílico, licochalcona a, euserin, eucerin, fluido matificante euserin, fluido matificante eucerin, fluido matificante dermopure, dermopure eucerin, dermopure."
4005900436993,Eucerin DermoPure Oil Control Exfoliante 100ml,DermoPURE Oil Control,Cuidado facial. Piel Grasa- Impurezas,Adulto ,100ML,Rostro y Body,Eucerin DermoPURE Exfoliante facial Oil Control Piel grasa x 100 ml,Eucerin DermoPURE Exfoliante facial Oil Control x 100 ml,"El Exfoliante Eucerin DermoPURE Oil Control alisa la textura de la piel, desobstruye poros y reduce los puntos negros e imperfecciones. La acción exfoliante de las micropartículas naturales actúa contra las células muertas de la piel, limpia suavemente y remueve el maquillaje. Su fórmula contiene Ácido Láctico y micropartículas para ayudar a eliminar impurezas de la piel sin resecarla. Está probado en piel grasa y propensa al acné. También es apto para rostro y cuerpo.","El Exfoliante Eucerin DermoPURE Oil Control alisa la textura de la piel, desobstruye poros y reduce los puntos negros e imperfecciones. Su fórmula contiene Ácido Láctico y micropartículas para ayudar a eliminar impurezas de la piel sin resecarla. Está probado en piel grasa y propensa al acné. También es apto para rostro y cuerpo.",Reduce las impurezas y puntos negros,No reseca la piel,Remueve el maquillaje,Desobstruye poros,Ideal para piel propensa al acné o impurezas,Piel grasa propensa al acné o impurezas,Sin aceite. No comedogénico. Libre de jabón,"Aqua, Coco Glucoside, Coco-Betaine, Microcrystalline Cellulose, Acrylates-C10-30-Alkyl-Acrylate-Crosspolymer, Lactic Acid, Sodium Chloride, Sodium Hydroxide, Cellulose, Mannitol, Polyquaternium-10, Sodium Benzoate, Phenoxyethanol, Benzophenone-4, Parfum, CI 77289","1) Limpiar la piel correctamente con Eucerin DermatoCLEAN Gel limpiador facial 
2) Aplicar Eucerin DermoPURE Oil Control Exfoliante para piel grasa en las manos  
3) Masajear suavemente sobre el rostro y/o cuerpo.
4) Enjuagar por completo.
5) Es apto para su uso diario. 
6) Continuar con el producto de cuidado adecuado como DermoPURE Fluido Facial Hidratante Matificante.","exfoliante, fluido anti-brillo, limpieza facial, leche de limpieza, leche facial, limpieza facial, rostro, facial, hidratante, humectante, eliminar impurezas, maquillaje, desmaquillante, puntos negros, granos, piel, piel grasa, impurezas, acné, acne, cuidado facial, ácido láctico, euserin, eucerin, exfoliante euserin, exfoliante dermopure, dermopure eucerin, dermopure."
4005900436979,Eucerin DermoPure Oil Control Intensiva noche 40ml,DermoPURE Oil Control,Cuidado facial. Piel Grasa- Impurezas,Adulto ,40ML,Rostro,Eucerin DermoPURE Crema facial intensiva de noche Oil Control Piel grasa x 40 ml,Eucerin DermoPURE Crema facial intensiva de noche Oil Control x 40 ml,"La Crema facial intensiva noche Eucerin DermoPURE Oil Control es un sérum con 10% de Complejo Hidróxilo que ayuda a destapar los poros, reduce las imperfecciones y previene su reaparición. Su fórmula también contiene Licochalcona A para aliviar la irritación. Luego de una semana de uso, empieza a mejorar visiblemente la piel, dejándola más clara y homogénea. Se ha diseñado especialmente para reducir la apariencia de espinillas, pápulas y pústulas, así como las marcas de acné.","La Crema facial intensiva noche Eucerin DermoPURE Oil Control es un sérum con 10% de Complejo Hidróxilo que ayuda a destapar los poros, reduce las imperfecciones y previene su reaparición. Se ha diseñado especialmente para reducir la apariencia de espinillas, pápulas y pústulas, así como las marcas de acné.",Remueve visiblemente impurezas y previene su reaparición,Desobstruye poros,Disminuye la irritación,La piel luce más clara y homogénea,Ideal para piel propensa al acné o impurezas,Piel grasa propensa al acné o impurezas,Sin conservantes. No comedogénico. Emulsión liviana. Acción comedolítica,"Aqua, Glycolic Acid, Dimethicone, Glycerin, Tapioca Starch, Cetearyl Alcohol, Glyceryl Stearate, Sodium Hydroxide, Gluconolactone, PEG-40 Stearate, Salicylic Acid, PEG-150 Distearate, Glycyrrhiza Inflata Root Extract, Panthenol, Xanthan Gum, Trisodium EDTA, Phenoxyethanol, Parfum","1) Limpiar la piel correctamente con productos de la línea Eucerin DermatoCLEAN 
2) Aplicar Eucerin DermoPURE Oil Control Crema facial de acción intensiva en el rostro. Usar una pequeña cantidad, aproximadamente del tamaño de una arveja
3) Masajear suavemente la piel
4) Utilizar una vez al día, preferentemente por la noche
5) Se recomienda limitar la exposición al sol una vez aplicado el producto. Durante ese período, y después, colocar el protector solar en la mañana: Eucerin Sun Gel-Creme Oil Control FPS 30 o 50. ","crema, crema facial, crema facial dermopure, crema noche, crema facial noche, crema noche Intensiva, crema para rostro, crema para imperfecciones, serum, serum facial, serum facial noche, serum noche, rostro, facial, piel, piel grasa, imperfecciones, hidratante, humectante, licochalchona a, euserin, eucerin, crema facial euserin, crema facial intensiva eucerin, crema noche euserin, crema dermopure eucerin, dermopure."
4005900873347,Eucerin DermoPure Triple Effect Serum 40ml,DermoPURE Oil Control,Cuidado facial. Piel Grasa- Impurezas,Adulto ,40ML,Rostro,Eucerin DermoPURE Serum facial triple efecto Oil Control Piel grasa x 40 ml,Eucerin DermoPURE Serum facial triple efecto Oil Control x 40 ml,"El Sérum triple efecto Eucerin DermoPURE Oil Control posee tres beneficios claves: Anti-brillo, porque proporciona un acabado seco y mate de larga duración; Anti-imperfecciones debido a que disminuye las imperfecciones y previene su reaparición; y Anti-manchas ya que reduce las manchas persistentes post-acné. Los primeros resultados visibles aparecen después de dos semanas de uso regular y mejora continuamente con el tiempo. Su fórmula combina Thiamidol, Licochalcona A y Ácido Salicílico. Está probado en pieles grasas, propensas al acné o impurezas.","El Sérum triple efecto Eucerin DermoPURE Oil Control posee tres beneficios claves: Anti-brillo, porque proporciona un acabado seco y mate de larga duración; Anti-imperfecciones debido a que disminuye las imperfecciones y previene su reaparición; y Anti-manchas ya que reduce las manchas persistentes post-acné.",Anti-manchas: Reduce las manchas post acné,Anti-imperfecciones: Disminuye las imperfecciones y previene su reaparición,Anti-brillo:  Acabado seco y mate de larga duración,Resultados visibles en dos semanas,Ideal para piel propensa al acné o impurezas,Piel grasa propensa al acné o impurezas,"Ligeramente perfumado. Sin conservantes. No comedogénico, no acnegénico. Antibacteriano. Textura ligera.","Aqua, Alcohol Denat, Glycerin, Tapioca Starch, Carbomer, Salicylic Acid, Isobutylamido Thiazolyl Resorcinol, Decylene Glycol, Glycyrrhiza Inflata Root Extract, Panthenol, Glucosylrutin, Isoquercitrin, Ammonium-Acryloyldimethyltaurate-VP-Copolymer, Pantolactone, Sodium Hydroxide, Trisodium EDTA, Citric Acid, Parfum","1) Limpiar la piel correctamente con productos de la línea Eucerin DermatoCLEAN 
2) Aplicar Eucerin DermoPURE Oil Control Sérum triple efecto para manchas post acné por todo el rostro
3) Es adecuado para ser utilizado debajo de una mascarilla. No aplicar en imperfecciones muy inflamadas
4) Se recomienda usar por la mañana y por la noche
5) Continuar con un producto de cuidado facial adecuado como DermoPURE Oil Control Fluido Matificante ","serum, sérum, serum antimanchas, serum anti-imperfecciones, serum antibrillo, serum triple acción, serum triple efecto, antimanchas, anti-imperfecciones, antibrillo, serum facial, hidratante, facial, rostro, imperfecciones, manchas, acné, triple acción, ácido salicílico, licochalcona a, thiamidol, serum dermopure, euserin, eucerin, serum dermopure eucerin, serum triple efecto eucerin, dermopure, sérum eucerin."
4005800120282,Eucerin Protector Solar Oil Control Sun Gel Toque Seco facial FPS 30 50ml,Protector Solar Oil Control ,Protección Solar,Adulto ,50ML,Rostro,Eucerin Sun Oil Control Protector facial solar Toque Seco Piel grasa FPS 30 x 50 ml,Eucerin Oil Control Sun Protector solar facial Toque Seco FPS 30 x 50 ml,"El Protector solar Eucerin Oil Control Toque Seco con Advanced Spectral Technology está diseñado para las necesidades específicas de la piel grasa y propensa al acné. Esta crema para el rostro proporciona protección de nivel superior contra los daños de la piel incluidos por el sol, ayuda a prevenir el fotoenvejecimiento y contiene una solución activa para mejorar el estado de la piel. Su fórmula combina Licochalcona A, Ácido Glicirretínico y Carnitina para darle a la piel un acabado mate seco, inmediato y duradero por ocho horas. Además, posee un sistema de filtros solares UVA/UVB fotoestable, FPS 30 y pigmentos de color que unifican el tono de la piel.","El Protector solar Eucerin Oil Control Toque Seco está diseñado para las necesidades específicas de la piel grasa y propensa al acné. Proporciona protección de nivel superior contra los daños de la piel incluidos por el sol, ayuda a prevenir el fotoenvejecimiento y contiene una solución activa para mejorar el estado de la piel.",Previene el fotoenvejecimiento ,Crema para el rostro de fórmula ligera y antibrillo,Acabado mate y duradero por 8 horas,Ofrece FPS 30 y protección UVA,Ideal para piel propensa al acné o impurezas,Piel grasa,"Sin perfume, sin parabenos. No comedogénico. No graso, no pegajoso. Resistente al agua. Rápida absorción.","Aqua, Polymethylsilsesquioxane, Alcohol Denat, Homosalate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Octocrylene, Tapioca Starch, Cyclomethicone, Phenylbenzimidazole Sulfonic Acid, Behenyl Alcohol, Cetearyl Alcohol, Mentoxipropanediol, Silica Dimethyl Silylate, Glycerin, Carnitine, Acido Glicirretinico, Glycyrrhiza Inflata Root Extract, Sodium Stearoyl Glutamate, Acrylates-C10-30-Alkyl-Acrylate-Crosspolymer, Carbomer, Xanthan Gum, Sodium Hydroxide, Sodium Chloride, Trisodium EDTA, Ethylhexylglycerin, Phenoxyethanol","1) Aplicar Eucerin Oil Control Sun Gel Toque Seco  Protector solar FPS 30 para piel grasa por la mañana todos los días y en abundancia antes de exponerte al sol. 
2) Repetir el procedimiento con frecuencia durante la exposición para mantener el nivel de protección original. Incluso al usar protector solar, se recomienda limitar el tiempo al sol ya que la exposición excesiva conlleva un grave riesgo para la salud.","protector solar, protector, protección solar, protector solar facial, crema, protector toque seco, rostro, piel, piel grasa, acné, sol, fps, filtros solares, uva, uvb, licochalcona a, ácido glicirretínico, carnitina, eucerin, euserin, protector eucerin, protector solar eucerin, protector eucerin toque seco, sun gel, oil control."
4005900140906,Eucerin Protector Solar Oil Control Toque Seco Sun Gel FPS 50+ 50ml,Protector Solar Oil Control ,Protección Solar,Adulto ,50ML,Rostro,Eucerin Sun Oil Control Protector solar facialToque Seco Piel grasa FPS 50 x 50 ml,Eucerin Sun Oil Control Protector solar facial Toque Seco FPS 50 x 50 ml,"El Protector solar Eucerin Oil Control Toque Seco con Advanced Spectral Technology está diseñado para las necesidades específicas de la piel grasa y propensa al acné. Esta crema para el rostro proporciona protección de nivel superior contra los daños de la piel incluidos por el sol, ayuda a prevenir el fotoenvejecimiento y contiene una solución activa para mejorar el estado de la piel. Su fórmula contiene Licochalcona A, Ácido Glicirretínico y Carnitina para darle a la piel un acabado mate seco, inmediato y duradero por ocho horas. Además, posee un sistema de filtros solares UVA/UVB fotoestable, FPS 50 y pigmentos de color que unificar el tono de la piel. ","El Protector solar Eucerin Oil Control Toque Seco está diseñado para las necesidades específicas de la piel grasa y propensa al acné. Proporciona protección de nivel superior contra los daños de la piel incluidos por el sol, ayuda a prevenir el fotoenvejecimiento y contiene una solución activa para mejorar el estado de la piel.",Previene el fotoenvejecimiento ,Crema para el rostro de fórmula ligera y antibrillo,Acabado mate y duradero por 8 horas,Ofrece FPS 50 y protección UVA,Ideal para piel propensa al acné o impurezas,Piel grasa,"Sin perfume, sin parabenos. No comedogénico. No graso, no pegajoso. Resistente al agua. Rápida absorción.","Aqua, Homosalate, Polymethylsilsesquioxane, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Octocrylene, Alcohol Denat, Tapioca Starch, Phenylbenzimidazole Sulfonic Acid, Cyclomethicone, Behenyl Alcohol, Cetearyl Alcohol, Mentoxipropanediol, Silica Dimethyl Silylate, Glycerin, Carnitine, Acido Glicirretinico, Glycyrrhiza Inflata Root Extract, Sodium Stearoyl Glutamate, Acrylates-C10-30-Alkyl-Acrylate-Crosspolymer, Carbomer, Xanthan Gum, Sodium Hydroxide, Sodium Chloride, Trisodium EDTA, Ethylhexylglycerin, Phenoxyethanol","1) Aplicar Eucerin Oil Control Sun Gel Toque Seco Protector solar FPS 50 para piel grasa por la mañana todos los días y en abundancia antes de exponerse al sol. 
2) Repetir el procedimiento con frecuencia durante la exposición para mantener el nivel de protección original. Incluso al usar protector solar, se recomienda limitar el tiempo al sol ya que la exposición excesiva conlleva un grave riesgo para la salud.","protector solar, protector, protección solar, protector solar facial, crema, protector toque seco, rostro, piel, piel grasa, acné, sol, fps, filtros solares, uva, uvb, licochalcona a, ácido glicirretínico, carnitina, eucerin, euserin, protector eucerin, protector solar eucerin, protector eucerin toque seco, sun gel, oil control."
4005900839633,Eucerin Protector Solar Oil Control Toque Seco Tono medio FPS 50+ 50ml,Protector Solar Oil Control ,Protección Solar,Adulto ,50ML,Rostro,Eucerin Sun Oil Control Protector solar facial Toque Seco Tono medio Todo tipo de piel FPS 50  x 50 ml,Eucerin Sun Oil Control Protector solar facial Tono medio FPS 50  x 50 ml,"El Protector solar Eucerin Oil Control Sun Face Toque Seco con Advanced Spectral Technology está diseñado para las necesidades específicas de la piel grasa y propensa al acné. Esta crema para el rostro proporciona protección de nivel superior contra los daños de la piel incluidos por el sol, ayuda a prevenir el fotoenvejecimiento y contiene una solución activa para mejorar el estado de la piel. Su fórmula contiene Licochalcona A, Ácido Glicirretínico y Carnitina para darle a la piel un acabado mate seco, inmediato y duradero por doce horas. Además, posee un sistema de filtros solares UVA/UVB fotoestable, FPS 50 y pigmentos de color que favorecen a un tono de piel más uniforme y homogéneo, pudiendo elegir entre un tono claro o medio.  ","El Protector solar Eucerin Oil Control Sun Gel Toque Seco proporciona protección contra los daños de la piel incluidos por el sol y ayuda a prevenir el fotoenvejecimiento. Además, posee pigmentos de color que favorecen a un tono de piel más uniforme y homogéneo, pudiendo elegir entre un tono claro o medio.",Previene el fotoenvejecimiento ,Acabado mate y duradero por 12 horas,Pigmentos de color: Favorecen a un tono de piel más uniforme y homogéneo,Ofrece FPS 50 y protección UVA,Ideal para piel propensa al acné o impurezas,Piel grasa,"Sin perfume. No comedogénico. Textura ultraligera. No graso, no pegajoso. Rápida absorción.","Aqua, Alcohol Denat, CI 77891, Butyl Methoxydibenzoylmethane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dibutyl Adipate, Butylene Glycol Dicaprylate-Dicaprate, C12-15 Alkyl Benzoate, Ethylhexyl Salicylate, Ethylhexyl Triazone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Phenylbenzimidazole Sulfonic Acid, Silica, Silica Dimethyl Silylate, Cocoglycerides, Copernicia Cerifera Cera, Carnitine, Glycyrrhiza Inflata Root Extract, Acido Glicirretinico, Glycerin, Tapioca Starch, Chondrus Crispus Extract, Hydroxypropyl Methylcellulose, Xanthan Gum, Behenyl Alcohol, Cetearyl Alcohol, Stearic Acid, Myristic Acid, Arachidic Acid, Oleic Acid, Palmitic Acid, Sodium Stearoyl Glutamate, Sodium Hydroxide, Sodium Chloride, Trisodium EDTA, Phenoxyethanol, CI 77491, CI 77499","1) Aplicar Eucerin Oil Control Sun Face Toque Seco Protector solar Tono medio FPS 50 para piel grasa por la mañana todos los días y en abundancia antes de exponerse al sol. 
2) Repetir el procedimiento con frecuencia durante la exposición para mantener el nivel de protección original. Incluso al usar protector solar, se recomienda limitar el tiempo al sol ya que la exposición excesiva conlleva un grave riesgo para la salud.","protector solar, protector, protección solar, protector solar facial, crema, protector toque seco, rostro, piel, piel grasa, acné, sol, tono medio, fps, filtros solares, uva, uvb, licochalcona a, ácido glicirretínico, carnitina, eucerin, euserin, protector eucerin, protector solar eucerin, protector eucerin toque seco,protector Facial eucerin, sun gel, oil control."
4005900839626,Eucerin Protector Solar Oil Control Toque Seco Tono claro FPS 50+ 50ml,Protector Solar Oil Control ,Protección Solar,Adulto ,50ML,Rostro,Eucerin Sun Oil Control Protector solar facial Toque Seco Tono claro Piel grasa FPS 50  x 50 ml,Eucerin Sun Oil Control Protector solar facial Tono claro FPS 50  x 50 ml,"El Protector solar Eucerin Oil Control Sun Face Toque Seco con Advanced Spetral Technology está diseñado para las necesidades específicas de la piel grasa y propensa al acné. Esta crema para el rostro proporciona protección de nivel superior contra los daños de la piel incluidos por el sol, ayuda a prevenir el fotoenvejecimiento y contiene una solución activa para mejorar el estado de la piel. Su fórmula contiene Licochalcona A, Ácido Glicirretínico y Carnitina para darle a la piel un acabado mate seco, inmediato y duradero por doce horas, protegiéndola del sol. Además, posee un sistema de filtros solares UVA/UVB fotoestable, FPS 50 y pigmentos de color que favorecen a un tono de piel más uniforme y homogéneo, pudiendo elegir entre un tono claro o medio.  ","El Protector solar Eucerin Oil Control Sun Gel Toque Seco proporciona protección contra los daños de la piel incluidos por el sol y ayuda a prevenir el fotoenvejecimiento. Además, posee pigmentos de color que favorecen a un tono de piel más uniforme y homogéneo, pudiendo elegir entre un tono claro o medio.",Previene el fotoenvejecimiento ,Acabado mate y duradero por 12 horas,Pigmentos de color: Favorecen a un tono de piel más uniforme y homogéneo,Ofrece FPS 50 y protección UVA,Ideal para piel propensa al acné,Piel grasa,"Sin perfume. No comedogénico. Textura ultraligera. No graso, no pegajoso. Rápida absorción.","Aqua, Alcohol Denat, CI 77891, Butyl Methoxydibenzoylmethane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dibutyl Adipate, Butylene Glycol Dicaprylate-Dicaprate, C12-15 Alkyl Benzoate, Ethylhexyl Salicylate, Ethylhexyl Triazone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Phenylbenzimidazole Sulfonic Acid, Silica, Silica Dimethyl Silylate, Cocoglycerides, Copernicia Cerifera Cera, Carnitine, Glycyrrhiza Inflata Root Extract, Acido Glicirretinico, Glycerin, Tapioca Starch, Chondrus Crispus Extract, Hydroxypropyl Methylcellulose, Xanthan Gum, Behenyl Alcohol, Cetearyl Alcohol, Stearic Acid, Myristic Acid, Arachidic Acid, Oleic Acid, Palmitic Acid, Sodium Stearoyl Glutamate, Sodium Hydroxide, Sodium Chloride, Trisodium EDTA, Phenoxyethanol, CI 77492, CI 77491, CI 77499","1) Aplicar Eucerin Oil Control Sun Face Toque Seco Protector solar  Tono claro FPS 50 para piel grasa por la mañana todos los días y en abundancia antes de exponerse al sol. 
2) Repetir el procedimiento con frecuencia durante la exposición para mantener el nivel de protección original. Incluso al usar protector solar, se recomienda limitar el tiempo al sol ya que la exposición excesiva conlleva un grave riesgo para la salud.","protector solar, protector, protección solar, protector solar facial, crema, protector toque seco, rostro, piel, piel grasa, acné, sol, tono claro, fps, filtros solares, uva, uvb, licochalcona a, ácido glicirretínico, carnitina, eucerin, euserin, protector eucerin, protector solar eucerin, protector eucerin toque seco,protector Facial eucerin, sun gel, oil control."
