EAN,BU,Marca/Línea de producto,Área de aplicación,Formato,Título etailers ,Título Web ,Beneficios ,Claim de marca (español Argentina),Descripción extendida ,Te puede interesar,Como se usa,Organic Keywords (español Argentina),Ingredientes Principales (español Argentina),Nombre del material (español Argentina),Product claim (español Argentina),Descripción corta (español Argentina),Textura,Alto del embalaje,Alto del producto,Ancho del embalaje,Ancho del producto,Material ID
8429420183681,Foto,FOTOPROTECCION,Facial,Brush,Fotoprotector ISDIN UV Mineral Brush SPF 50+,Fotoprotector ISDIN UV Mineral Brush SPF 50+,"Fotoprotección con filtros 100% minerales para llevar siempre contigo. Fotoprotector facial en brocha que ofrece protección contra la luz azul, efecto antipolución y alta protección SPF 50+ frente a la radiación UVB y UVA.",Fotoprotección con filtros 100% minerales para llevar siempre contigo,"Filtros 100% minerales.
  
  Contiene activos antipolución que protegen la piel frente a los contaminantes ambientales.
  
  Cuenta con partículas reflectoras de la luz que reducen visualmente las arrugas y hacen que la piel se vea más lisa.
  
  No aporta color, se adapta a tu tono de piel y es aplicable sobre maquillaje.
  
  Resulta cómodo de aplicar y es portable a cualquier lugar. Ideal para retocar la fotoprotección en cualquier momento.",,"1. Bajar el protector transparente, retirar la goma y aplicar la brocha sobre la mano en movimientos circulares hasta que los minerales empiecen a fluir.
  Consejo: Antes de aplicar en el rostro, dar dos pequeños toques de la brocha sobre el dorso de la mano para evitar excedentes.
  2. Aplicar la brocha en movimientos circulares para garantizar la correcta liberación de producto.
  3. Deslizar la brocha de forma generosa y uniforme sobre la totalidad de la cara y las zonas expuestas (cuello, escote y dorso de las manos).
  4. Aplicar el producto sobre la piel seca de forma previa a la exposición solar y reaplicar todas las veces que considere necesario, como mínimo cada 2 horas.
  No mojar la brocha, ya que el polvo podría mojarse.","protector solar, polvo, protector en polvo, sol, facial, cara, rostro, filtros minerales","Mica, Titanium Dioxide, Zinc Oxide, Dimethicone/Vinyl Dimethicone Crosspolymer, Polymethylsilsesquioxane, Silica, Calcium Silicate, Triethoxycaprylylsilane, Lauroyl Lysine, Stearic Acid, 1,2-Hexanediol, Caprylyl Glycol, Benzylidene Dimethoxydime-thylindanone [+/- May contain: CI 77492 (Iron Oxides), CI 77491 (Iron Oxides), CI 77499 (Iron Oxides)",FP UV MINERAL BRUSH SPF 50+ 2G,Fotoprotección con filtros 100% minerales para llevar siempre contigo,"Fotoprotector facial en brocha que ofrece protección contra la luz azul, efecto antipolución y alta protección SPF 50+ frente a la radiación UVB y UVA. ",Otros,134.0,119.0,144.0,34.0,690018368528
8429420184527,Derma,WOMAN ISDIN,Corporal,Tube,Crema corporal antiestrías de rápida absorción,ISDIN WOMAN ANTI STRETCH CREAM 250ML,"Previene y reduce las estrías

Potencia la elasticidad de la piel

Hidratación intensa de rápida absorción",Única crema antiestrías con estudios clínicos en más de 500 mujeres,"WOMAN ISDIN® Antiestrías es una crema corporal antiestrías de rápida absorción que contiene Centella Asiática, Rosa Mosqueta, Manteca de Shorea y Vitamina E con acción antioxidante. Dispone de evidencia clínica que demuestra eficacia en la ayuda de la prevención y reducción de las estrías, así como una valoración superior de su fórmula por sus características sensoriales.",,"Aplicar dos veces al día (una por la mañana y otra al acostarse) sobre las zonas más distendidas durante el embarazo o cambios de masa corporal, masajeando suavemente hasta su absorción.","Crema, antiestrías, embarazo, marcas, hidratación corporal, crema corporal, elasticidad, piel, cicatrices","Triterpenos  de Centella asiática
Hidroxiprolisilano CN
Aceite de rosa mosqueta
Manteca de Shorea (Omega 6 y 9, tocoferoles)
Vitamina E",ISDIN WOMAN ANTI STRETCH CREAM 250ML,Ayuda a prevenir y atenuar las estrías. Con un 89% de ingredientes de origen natural.,Única crema antiestrías con estudios clínicos en más de 500 mujeres,Crema,218.0,204.0,212.0,53.0,690018452
8429420184558,Derma,WOMAN ISDIN,Corporal,Tube,Crema corporal reafirmante ,ISDIN WOMAN FIRMING CREAM 200ML,"Reafirma, remodela y tonifica la piel. 
Trata la flacidez cutánea (postparto, adelgazamiento, dieta). Recomendado para combatir la flacidez cutánea.
Estimula la regeneración de los tejidos.Mejora la firmeza y apariencia de la piel. 
Hidrata intensamente y tiene un efecto antioxidante. Hidrata intensamente la piel y estimula la regeneración de tejidos.
Ayuda a atenuar las estrías recientes.
Con ingredientes naturales. ","Reafirma, remodela y tonifica tu piel tras el embarazo o pérdidas de masa corporal","Crema corporal reafirmante de rápida absorción con aceite de rosa mosqueta, proteasyl y centella asiática. Hidrata intensamente y mejora la firmeza y apariencia de la piel. Resultados visibles en un mes.",,"Utilizar dos veces al día sobre las zonas distendidas con un suave masaje hasta su completa absorción. Aplicar sobre la piel limpia y seca. 

Testado dermatológicamente. 

Uso externo. Evitar el contacto con ojos y mucosas. Mantener fuera del alcance de los niños.","Crema, crema reafirmante, tonifica, crema regeneradora, postparto, remodela, reafirma, crema remodeladora","Triterpenos  de Centella asiática 0,1%
Aceite de rosa mosqueta
Hidroxiprolisilano CN
Proteasyl
Vitamina E",ISDIN WOMAN FIRMING CREAM 200ML,"Ayuda a reafirmar, remodelar y tonificar la piel. Con un 91% de ingredientes de origen natural.","Reafirma, remodela y tonifica tu piel tras el embarazo o pérdidas de masa corporal",Crema,193.0,179.0,212.0,53.0,690018458
8429420157651,Aesthetics,ISDINCEUTICS,Facial,Ampoules,ISDINCEUTICS Day&Night Rutina Antimanchas,ISDINCEUTICS Day&Night Rutina Antimanchas,"Sérum Corrector Despigmentante y Peeling Exfoliante de Noche
  Corrige de día y renueva de noche.
  
  PIGMENT EXPERT por el día, ayuda a prevenir y tratar las manchas oscuras promoviendo un tono de piel uniforme y de aspecto rejuvenecido.
  
  Por la noche, NIGHT PEEL estimula la exfoliación de la piel ayudando a atenuar las imperfecciones y potenciando el efecto despigmentante de PIGMENT EXPERT.",Combinación de sérum despigmentante de día y peeling exfoliante de noche,"La rutina Day&Night Antimachas combina el sérum despigmentante Pigment Expert, que ayuda a reducir las manchas y a prevenir la aparición de las mismas, con el peeling de noche Night Peel, que ayuda a renovar la piel",0,"Aplicar PIGMENT EXPERT por la mañana como primer paso de la rutina facial antimanchas, justo después de la limpieza. Aplicar sobre la piel limpia y seca de la cara, manos, cuello y/o escote, evitando el contorno de los ojos. A continuación, seguir con la rutina facial habitual. 
  
  Aplicar NIGHT PEEL por la noche como primer paso de la rutina facial, justo después de la limpieza. Aplicar sobre la piel limpia y seca en todo el rostro cada noche, evitando el contorno de los ojos. 
  
  NIGHT PEEL potencia los efectos despigmentantes de las ampollas PIGMENT EXPERT ya que renueva las capas superficiales de la piel del rostro.","peeling, capas, facial, cara, despigmentante, serum despigmentante, manchas, rutina, rutina de noche, rutina de día","""Pigment Expert Ingredients: Aqua (Water), Saccharide Isomerate, Glycerin, Sodium Lactate, Glycolic Acid, Alcohol Denat., Phenoxyethanol, Sodium Citrate, Sucrose, Urea, Sodium Hydroxide, Ethylhexylglycerin, Disodium EDTA, Malic Acid, Tartaric Acid, Biosaccharide Gum-1, Citric Acid.
 Night Peel Ingredients: Aqua (Water), Saccharide Isomerate, Glycerin, Sodium Lactate, Glycolic Acid, Alcohol Denat., Phenoxyethanol, Sodium Citrate, Sucrose, Urea, Sodium Hydroxide, Ethylhexylglycerin, Disodium EDTA, Malic Acid, Tartaric Acid, Biosaccharide Gum-1, Citric Acid.""",ISDINCEUTICS PIGM EXP 10u+NIGHT PEEL 10u,Combinación de sérum despigmentante de día y peeling exfoliante de noche,Combinación de sérum despigmentante de día y peeling exfoliante de noche,Serum,244.0,111.5,192.0,44.0,690018514
8470001880154,Derma,UREADIN,Facial,Bottle,ISDIN Micellar Solution 100ML,ISDIN Micellar Solution,"Solución de limpieza facial recomendada por maquilladores profesionales.
  Gracias a su formulación micelar hidratante con ingredientes de origen natural, limpia con suavidad el maquillaje, incluso waterproof o resistente al agua y de larga duración sin alterar la barrera cutánea. En un solo paso deja la piel de cara, ojos y labios limpia, toniﬁcada e hidratada, preparada para tu cuidado facial diario. Potencia la hidratación de la piel durante 24 horas","Solución de limpieza facial 4 en 1: desmaquilla, limpia, tonifica e hidrata",Limpieza facial hidratante para todo tipo de pieles.,,"Aplicar mañana y noche, empapando un algodón y limpiando suavemente la piel de rostro y cuello. Sin aclarado.Para mejores resultados, recomendamos su uso dentro de la rutina facial diaria de Ureadin Fusion.","limpieza, facial, rutina, agua micellar , hidratante, desmaquilla, limpia, tonifica, hidrata, rostro y cuello, 4 en 1","Aqua (Water), Hexylene Glycol, Glycerin, Betaine, Polyglyceryl-4 Laurate/Sebacate, Polyglyceryl-6 Caprylate/Caprate, Cetrimonium Bromide, Disodium EDTA.",ISDIN MICELLAR 100ML,"Solución de limpieza facial 4 en 1: desmaquilla, limpia, tonifica e hidrata",La mejor manera de empezar la rutina de belleza facial,Solución,267.0,118.0,246.0,40.0,690018652
8429420187917,Foto,FOTOPROTECCION,Corporal,Can,ISDIN Fotoprotector Transparent Spray WET SKIN SPF50 250ML - Protector solar corporal,Fotoprotector ISDIN Transparent Spray Wet Skin SPF 50 250ml,"GINGER CELL PROTECT
  Fórmula mejorada con Ginger Cell Protect, un extracto de jengibre 100% natural que gracias a su alto contenido en antioxidantes, ofrece protección celular frente al daño oxidativo.
  
  WET SKIN
  La tecnología Wet Skin permite su absorción tanto en piel mojada como en piel seca sin dejar residuo blanco y manteniendo el factor de protección.
  
  Resistente al agua.
  
  Permite su aplicación en cualquier dirección.
  
  Apto para todo tipo de pieles, incluida piel sensible y/o atópica.",Fotoprotección invisible y ligera para piel mojada.,"Fotoprotector corporal en spray transparente, fresco y de secado inmediato con alta protección SPF 50","""GINGER CELL PROTECT Fórmula mejorada con Ginger Cell Protect, un extracto de jengibre de origen natural que gracias a su alto contenido en antioxidantes, ofrece protección celular frente al daño oxidativo.
SEA FRIENDLY. Fórmula con la mayoría de ingredientes biodegradables y/o inorgánicos.""","Aplicar generosamente sobre la piel seca o mojada, media hora antes de la exposición solar, y manteniendo una distancia máxima de 5cm de la piel. Es necesario extender de manera uniforme el producto hasta su total absorción y reaplicar cada 2 horas indistintamente sobre piel mojada o seca. Tras transpirar, nadar, o secarse con la toalla repetir aplicación. Si no se aplica la cantidad suficiente de producto, se reduce el factor de protección.","
fotoprotector, corporal, resistente al agua, spray, 50, transparente, spf50, piel atópica, piel sensible, no mancha, absorbente, protector solar, protector solar corporal, protector solar en spray","Ginger Cell Protect: un extracto de jengibre 100% natural que gracias a su alto contenido en antioxidantes, ofrece protección celular frente al daño oxidativo.",FP WET SKIN TRANSP SPRAY SPF50 250ml,Fotoprotección invisible y ligera para piel mojada,"Fotoprotector corporal en spray transparente, fresco y de secado inmediato.",Spray transparente,207.0,192.0,169.0,53.0,690018791
8429420188020,Foto,FOTOPROTECCION,Pediatrics,Can,ISDIN Fotoprotector Transparent Spray WET SKIN Pediatrics SPF50 250ML - Protector solar corporal,Fotoprotector ISDIN Transparent Spray WET SKIN Pediatrics SPF 50+ 250ml,"Fotoprotector corporal especialmente formulado para la piel del niño. Ofrece una agradable sensación de frescor en la piel. Absorción rápida e instantánea y tacto final utraseco y sedoso.
  
  El nuevo Spray Jet ofrece un spray más focalizado, y una extensión más fácil y homogénea.
  
  Óptima aplicación en cualquier parte del cuerpo, incluso en las zonas de difícil acceso.
  
  Eficaz sobre piel mojada. Muy resistente al agua. Resistente a la fricción. Refrescante.",Fotoprotección invisible y ligera para piel mojada,"Fotoprotector corporal en spray transparente, fresco y de secado inmediato que está especialmente formulado para la piel de los niños a partir de 3 años.","Óptima aplicación en cualquier parte del cuerpo, incluso en las zonas de difícil acceso.
Eficaz sobre piel mojada. Muy resistente al agua. Resistente a la fricción. Refrescante.","Aplicar generosamente sobre la piel seca o mojada, media hora antes de la exposición solar, y manteniendo una distancia máxima de 5cm de la piel. Es necesario extender de manera uniforme el producto hasta su total absorción y reaplicar cada 2 horas indistintamente sobre piel mojada o seca. Tras transpirar, nadar, o secarse con la toalla repetir aplicación. Si no se aplica la cantidad suficiente de producto, se reduce el factor de protección.","
fotoprotector, corporal, pediátrico, resistente al agua, spray, transparente, spf50, piel atópica, piel sensible, niños, no mancha, absorbente, protector solar, protector solar corporal, protector solar en spray, infantil, resistente",Ginger Cell Protect,FP PED WET SKIN TRANS SPRAY SPF50 250,Fotoprotección invisible y ligera para piel mojada,"Fotoprotector corporal en spray transparente, fresco y de secado inmediato que está especialmente formulado para la piel de los niños a partir de 3 años.",Spray transparente,207.0,192.0,169.0,53.0,690018802
8470003808576,Derma,UREADIN,Facial,Jar,ISDIN Ureadin Hidratación Intensa Cream 50ML,Ureadin Cream Hidratación Intensa 50ML,"Crema hidratante facial de uso diario. Textura rica y cremosa que aporta suavidad y confort a la piel. 
- Hidrata intensamente: Urea Isdin® retiene el agua y restablece los niveles óptimos de hidratación. 
- Restaura el film hidrolipídico de la piel por su contenido en Ceramidas y Omega 6, derivado del Aceite de Borago. 
- Previene el envejecimiento prematuro de la piel: SPF 20 y Vitamina E. 
- Textura cremosa que aporta suavidad y confort a la piel.",Crema facial que hidrata y previene la sequedad cutánea.,"Crema hidratante facial de uso diario. Textura rica y cremosa que aporta suavidad y confort a la piel. 
- Hidrata intensamente: la Urea Isdin® retiene el agua y restablece los niveles óptimos de hidratación. 
- Restaura el film hidrolipídico de la piel por su contenido en Ceramidas y Omega 6, derivado del Aceite de Borago. 
- Previene el envejecimiento prematuro de la piel: SPF 20 y Vitamina E. 
- Textura cremosa que aporta suavidad y confort a la piel.",,Aplicar diariamente después de la rutina de higiene facial sobre rostro y cuello. Excelente como base de maquillaje.,"crema, facial, hidratante, hidratación intensa, rostro, rutina, descamación, sequedad, cremosidad, cremosa, uso diario","Aqua (Water), Ethylhexyl Methoxycinnamate, Urea, Cyclopentasiloxane, Glycerin, Glyceryl Stearate, Steareth-2, Cyclohexasiloxane, Ethylhexyl Triazone, Cetyl Alcohol, Butyl Methoxydibenzoylmethane, Cetyl Palmitate, Isostearic Acid, Steareth-21, Phenoxyethanol, Stearyl Alcohol, Borago Officinalis Seed Oil, Butylene Glycol Dicaprylate/Dicaprate, Dimethicone, Octyldodecanol, Carbomer, Tocopheryl Acetate, Lactic Acid, Sodium Hydroxide, Isocetyl Alcohol, Disodium EDTA, Parfum (Fragrance), Alcohol Denat., Acrylates/C10-30 Alkyl Acrylate Crosspolymer, BHT, Ceramide NP, Limonene, Hexyl Cinnamal, Tropolone, Coumarin, Citral, CI 15985 (Yellow 6), Linalool, Alpha-Isomethyl Ionone, CI 17200 (Red 33).",UREADIN CREAM HIDRATACION INTENSIVA 50ml,Crema facial que hidrata y previene la sequedad cutánea.,"Recupera la suavidad y elasticidad, incluso en condiciones extremas",Crema,151.0,64.0,151.0,69.0,690018991528
8470001585066,Foto,FOTOPROTECCION,Facial,Tottle,Fotoprotector ISDIN Fusion Fluid Color SPF 50+,Fotoprotector ISDIN Fusion Fluid Color SPF 50+,"Proporciona un acabado sin brillos que no reseca la piel.Contiene activos antienvejecimiento, como el ácido hialurónico y la vitamina E.Textura de tacto ultraligero y matificante, de fácil aplicación y absorción inmediata.",Protector solar facial fluido que se funde en la piel,Fotoprotección diaria para las zonas más delicadas y sensibles al sol.,,"Aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Aplicar 2mg/cm² de producto; al reducir esta dosis, se reduce el factor de protección.Reaplicar cada 2 horas o bien tras transpirar, nadar o secarse con toalla.","fotoprotector, protector solar, protector facial, rostro, color, protector con color, SPF50","Aqua (Water), Dibutyl Adipate, Cyclopentasiloxane, Octocrylene, Alcohol Denat., Butyl Methoxydibenzoylmethane, Cyclohexasiloxane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butylene Glycol, PEG-30 Dipolyhydroxystearate, Nylon-12, Titanium Dioxide (nano), PEG-10 Dimethicone, Sodium Chloride, Phenoxyethanol, Dimethicone, Disteardimonium Hectorite, Silica, Allantoin, Glyceryl Stearate, Parfum (Fragrance), Disodium EDTA, Ethylhexylglycerin, Sodium Hyaluronate, Dimethiconol, PEG-8, Tocopherol, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid",FOTOP ISDIN FUSION FLUID COLOR 50+ 50ml,Innovadora textura ultraligera con color que se funde con tu piel,Fotoprotección diaria para las zonas más delicadas y sensibles al sol.,Fusion Fluid,134.0,120.0,144.0,33.0,690019080
8470001685254,Derma,UREADIN,Pies,Tube,ISDIN Ureadin PodosDB 100ML,Ureadin PodosDB 100ML,"Crema reparadora para pies frágiles que protege de la fragilidad cutánea y ayuda a prevenir complicaciones. Indicado para la piel sana del diabético
- Protege la piel de la fragilidad, ayuda a reparar las fisuras 
- Refuerza sus mecanismos naturales gracias a la Carnosina 
- Ayuda a reparar y a prevenir complicaciones gracias a la Rosa mosqueta y la Bioecolia
- Potencia la hidratación cutánea y alivia el picor gracias a la Urea Isdin® y el Polidocanol",Crema reparadora para pies frágiles,"Crema reparadora para pies frágiles que protege de la fragilidad cutánea y ayuda a prevenir complicaciones. Indicado para la piel sana del diabético
- Protege la piel de la fragilidad, ayuda a reparar las fisuras 
- Refuerza sus mecanismos naturales gracias a la Carnosina 
- Ayuda a reparar y a prevenir complicaciones gracias a la Rosa mosqueta y la Bioecolia
- Potencia la hidratación cutánea y alivia el picor gracias a la Urea Isdin® y el Polidocanol",,"Aplicar 2 veces al día sobre la piel limpia mediante un ligero masaje. Se recomienda un uso prolongado para obtener los mejores resultados.
Precauciones: uso externo. No utilizar si la piel está irritada o lesionada. Evitar la zona interdigital para evitar maceración de la piel.","crema reparadora, crema para pies, crema para diabéticos, diabetes, diabeticos, piel secos, pies frágiles, repara","Urea ISDIN 5%. 
Polidocanol
Triterpenos de centella asiática
Aceite de rosa mosqueta
Alantoína
Pantenol
Arginina
Ácido hialurónico
Beta-glucán
Bioecolia
Dextrán sulfato sódico",UREADIN PODOS DB CREAM 100ml,Crema reparadora para pies frágiles,Protege y ayuda a reparar las fisuras de la piel del diabético,Crema,195.0,181.0,218.0,42.0,690019495528
7898939803174,Foto,ERYFOTONA,Facial,Tube,ISDIN Eryfotona AK-NMSC SPF100+ 50ML - Protector solar en crema,Eryfotona AK-NMSC Crema SPF100+,"Producto especialmente formulado para la queratosis actínica (AK) y otras formas de cáncer cutáneo no melanoma (NMSC) con 3 indicaciones: prevención, tratamiento coadyuvante y reducción y mejora del campo de cancerización subclínico.",Previene y favorece la reparación del daño actínico. Da a tu piel una nueva oportunidad,Prevención y tratamiento protector adyuvante de queratosis actínica (AK) y otras formas de cáncer cutáneo no melanoma (NMSC).Reduce y mejora el campo de cancerización cutáneo subclínico que se asocia a la queratosis actínica y a otras formas de cáncer cutáneo no melanoma.,,"Aplicar generosamente sobre toda la zona afectada y otras zonas de riesgo por exposición solar crónica (rostros, frente, orejas, escote, calva, y dorso de las manos) dos veces al día, por la mañana y al mediodía. 
  Uso diario. La fotoliasa se activa con la luz visible. 
  En caso de exposición solar directa, reaplicar el producto cada dos horas.","
protector, solar, queratosis, actínica, textura, crema, fotoprotector, tratamiento, solares, bloqueador","Repairsomes® (UVB-UVA Filter complex+ plankton extract), Tocopheryl acetate, Panthenol, Bisabolol, excipients qs",ERYFOTONA AK-NMSC CREMA 50ML,Previene y favorece la reparación del daño actínico. Da a tu piel una nueva oportunidad,Previene y favorece la reparación del daño actínico. Da a tu piel una nueva oportunidad,Crema,148.0,134.0,199.0,38.0,690019600
8429420138346,Aesthetics,ISDINCEUTICS,Facial,Ampoules,ISDINCEUTICS Flavo-C Melatonin,ISDINCEUTICS Flavo-C Melatonin,Solución facial en ampollas que trabaja mientras duermes estimulando las defensas antioxidantes de la piel.Dejando tu piel preparada para luchar contra el estrés oxidativo que se producirá durante el día.,Sérum reparador de noche,"Sérum reparador que trabaja mientras duermes estimulando las defensas antioxidantes de la piel, dejando tu piel preparada para luchar contra el estrés oxidativo que se producirá durante el día.",,"Aplicar 1/2 ampolla por la noche sobre la piel limpia y seca en todo el rostro, evitando la zona del contorno de ojos
  Utilizar durante las 48h siguientes a su apertura.","serum, antioxidante, noche, reparador, ampollas","Aqua (Water), Glycereth-26, Glycerin, Propanediol, 3-O-Ethyl Ascorbic Acid, Butylene Glycol, Alcohol Denat., Citric Acid, Sodium Benzoate, Vigna Aconitifolia Seed Extract,1,2-Hexanediol, Caprylyl Glycol, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Maltodextrin,Disodium EDTA, Melatonin, Parfum (Fragrance), Xanthan Gum.",ISDINCEUTICS FLAVO-C MELAT AQ 10u 2ml,Sérum reparador de noche,Solución facial en ampollas que trabaja mientras duermes estimulando las defensas antioxidantes de la piel.,Serum,248.0,113.0,171.0,21.0,690019606
8470001864802,Aesthetics,ISDINCEUTICS,Facial,Ampoules,ISDIN Isdinceutics Flavo-C Melatonin 30X2ML 60ML - Sérum facial reparador-antioxidante de noche con Vitamina C,ISDINCEUTICS Flavo-C Melatonin,Solución facial en ampollas que trabaja mientras duermes estimulando las defensas antioxidantes de la piel.Dejando tu piel preparada para luchar contra el estrés oxidativo que se producirá durante el día.,Sérum reparador de noche,"Sérum reparador que trabaja mientras duermes estimulando las defensas antioxidantes de la piel, dejando tu piel preparada para luchar contra el estrés oxidativo que se producirá durante el día.",,"Aplicar 1/2 ampolla por la noche sobre la piel limpia y seca en todo el rostro, evitando la zona del contorno de ojos
  Utilizar durante las 48h siguientes a su apertura.","serum, antioxidante, noche, reparador, ampollas","Aqua (Water), Glycereth-26, Glycerin, Propanediol, 3-O-Ethyl Ascorbic Acid, Butylene Glycol, Alcohol Denat., Citric Acid, Sodium Benzoate, Vigna Aconitifolia Seed Extract,1,2-Hexanediol, Caprylyl Glycol, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Maltodextrin,Disodium EDTA, Melatonin, Parfum (Fragrance), Xanthan Gum.",ISDINCEUTICS FLAVO-C MELAT AQ 30u 2ml,Sérum reparador de noche,Solución facial en ampollas que trabaja mientras duermes estimulando las defensas antioxidantes de la piel.,Serum,248.0,113.0,171.0,49.0,690019607
8470001864826,Aesthetics,ISDINCEUTICS,Facial,Ampoules,"Isdinceutics Pack Day & Night Flavo-C Ultraglican 20U.x 2ML 40ML + Flavo-C Melatonin, Antioxidante Día y Noche",ISDINCEUTICS Flavo-C Melatonin & Ultraglican,"Combinación de sérum antioxidante de día y sérum reparador de noche que ayuda a proteger la piel de las agresiones que recibe durante el día a la vez que aporta luminosidad e hidratación; y ayuda a recuperar la piel dejándola preparada para el día siguiente, aportando una potente acción antiaging",Combinación de sérum antioxidante de día y sérum reparador de noche,"La rutina Day&Night Antioxidante combina el sérum antioxidante de día Flavo-C Ultraglican, que ayuda a proteger la piel de las agresiones que recibe durante el día a la vez que aporta luminosidad e hidratación, con el sérum reparador de noche Flavo-C Melatonin, que ayuda a recuperar la piel dejándola preparada para el día siguiente y aportando una potente acción antiaging",,Aplica Flavo-C Ultraglican sobre la piel limpia y seca evitando el contorno de ojos. Una vez abierta la ampolla se recomienda tapar con el capuchón protector para conservar su eficacia y usarla durante las siguientes 48 h.,"
rutina, antioxidante, dia, noche, serum, reparador",,ISDINCEUTICS DAY&NIGHT MEL AQ 10+10 2ml,Combinación de sérum antioxidante de día y sérum reparador de noche,"La rutina Day&Night Antioxidante combina el sérum antioxidante de día Flavo-C Ultraglican, que ayuda a proteger la piel de las agresiones que recibe durante el día a la vez que aporta luminosidad e hidratación, con el sérum reparador de noche Flavo-C Melatonin, que ayuda a recuperar la piel dejándola preparada para el día siguiente y aportando una potente acción antiaging",Serum,244.0,111.5,192.0,44.0,690019608
8429420164390,Aesthetics,ISDINCEUTICS,Facial,Ampoules,ISDINCEUTICS HYALURONIC BOOSTER 30u,ISDINCEUTICS Hyaluronic Booster,"Solución facial en ampollas con acción hidratante y calmante intensiva formulada con una combinación de dos moléculas de ácido hialurónico, que ayudan a la piel a recuperar sus niveles de hidratación para conseguir una piel radiante.",Sérum hidratante y calmante intensivo,"Combinación de dos moléculas de ácido hialurónico, que ayudan a la piel a recuperar sus niveles de hidratación para conseguir una piel radiante. Refuerza el mecanismo de hidratación del ácido hialurónico creando un film en la superficie de la piel que ayuda a mantener los niveles de hidratación hasta 72h.",,"Aplicar 1/2 ampolla mañana y noche sobre la piel limpia y seca en todo el rostro, evitando la zona del contorno de ojos Utilizar durante las 48h siguientes a su apertura.","ácido hialuronico, un boost de hidratación, hidratación, serum, día, noche, rutina","ngredientes: Aqua* (Water), Propanediol, 1,2-Hexanediol, Alcohol Denat., Butylene Glycol**, Sodium Benzoate, Disodium EDTA, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, PPG-26-Buteth-26, Phenoxyethanol*, Biosaccharide Gum-1*, PEG-40 Hydrogenated Castor Oil, Parfum (Fragrance), Dextran**, Palmitoyl Tripeptide-8**.",ISDINCEUTICS HYALURONIC BOOSTER 30u,Sérum hidratante y calmante intensivo,"Solución facial en ampollas con una avanzada combinación de dos moléculas de ácido hialurónico, de medio y bajo peso molecular, que ayudan a la piel a recuperar sus niveles de hidratación para conseguir una piel radiante",Serum,248.0,113.0,171.0,49.0,690019630
8429420164406,Aesthetics,ISDINCEUTICS,Facial,Ampoules,ISDINCEUTICS HYALURONIC BOOSTER 5 AMP,ISDINCEUTICS HYALURONIC BOOSTER 5 AMP,"Ayuda a la piel a recuperar sus niveles de hidratación para conseguir una piel radiante.
  Con propiedades calmantes que reduce la sensación de deshidratación.",Sérum hidratante y calmante intensivo,"Alta acción hidratante
  El ácido hialurónico es uno de los ingredientes hidratantes por excelencia que se encuentra de forma natural en el cuerpo humano.
  Hyaluronic Booster contiene dos tipos de ácido hialurónico, de medio y bajo peso molecular, que reducen las arrugas y mejoran la elasticidad y la función barrera de la piel.","Combinación de dos moléculas de ácido hialurónico, que ayudan a la piel a recuperar sus niveles de hidratación para conseguir una piel radiante.
Además, cuenta con un péptido con propiedades calmantes que reduce la sensación de deshidratación.",Aplicar mañana y noche sobre la piel limpia y seca en todo el rostro evitando el contorno de los ojos y masajear hasta su completa absorción.,"ácido hialuronico, un boost de hidratación, hidratación, serum, día, noche, rutina","ngredientes: Aqua* (Water), Propanediol, 1,2-Hexanediol, Alcohol Denat., Butylene Glycol**, Sodium Benzoate, Disodium EDTA, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, PPG-26-Buteth-26, Phenoxyethanol*, Biosaccharide Gum-1*, PEG-40 Hydrogenated Castor Oil, Parfum (Fragrance), Dextran**, Palmitoyl Tripeptide-8**.",ISDINCEUTICS HYALURONIC BOOSTER 5u,Sérum hidratante y calmante intensivo,"Combinación de dos moléculas de ácido hialurónico, que ayudan a la piel a recuperar sus niveles de hidratación para conseguir una piel radiante.
Además, cuenta con un péptido con propiedades calmantes que reduce la sensación de deshidratación.",Serum,102.0,86.0,198.0,23.0,690019633
